id,name,primaryContactName,email,phone,address,industry,birthday,anniversaryDate,createdAt,updatedAt
28a8c0be-39c6-43d4-ad8f-a55c77401dcc,Genesis Systems Group,Richard Jones,richard.jones@genesissystemsgroup.com,+1 (214) 295-4012,"6989 Business Avenue, Suite 696, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:39.635+00,2026-08-05 11:09:04.677+00
bad2e179-a3be-45ed-a54b-03029fa27f72,Horizon Energy Group,Susan Lopez,susan.lopez@horizonenergygroup.com,+1 (342) 169-7413,"3110 Business Avenue, Suite 539, London, United Kingdom",Food & Beverage,,,2026-08-05 11:08:39.883+00,2026-08-05 11:09:04.928+00
119dc26f-7e6e-46fe-abc2-49b4ecf585e5,Pinnacle Robotics Group,Joseph Jackson,joseph.jackson@pinnacleroboticsgroup.com,+1 (426) 202-2189,"7688 Business Avenue, Suite 238, Frankfurt, Germany",FMCG,,,2026-08-05 11:08:40.126+00,2026-08-05 11:09:05.167+00
e8aa6b7c-68c2-4a0a-ab45-f673aaf7abcc,Titan Pharmaceuticals Group,Jessica Sanchez,jessica.sanchez@titanpharmaceuticalsgroup.com,+1 (734) 358-8641,"8114 Business Avenue, Suite 203, Tokyo, Japan",Logistics,,,2026-08-05 11:08:40.377+00,2026-08-05 11:09:05.403+00
f97cef7f-bcf4-40d0-be96-f3a6a68b758c,Quantum Holdings Group,Thomas Allen,thomas.allen@quantumholdingsgroup.com,+1 (912) 644-9997,"1583 Business Avenue, Suite 419, Toronto, Canada",Construction,,,2026-08-05 11:08:40.613+00,2026-08-05 11:09:05.638+00
f21a9175-0a92-4bac-906c-fd5ccb7258f8,Nexus Systems Group,Sarah Flores,sarah.flores@nexussystemsgroup.com,+1 (461) 446-4783,"799 Business Avenue, Suite 526, Paris, France",Technology,,,2026-08-05 11:08:40.87+00,2026-08-05 11:09:05.874+00
fc8cab1d-372f-4f7a-a20e-ce5d684a8d62,Starlight Energy Group,Charles Miller,charles.miller@starlightenergygroup.com,+1 (450) 357-8788,"4512 Business Avenue, Suite 695, Singapore, Singapore",Retail,,,2026-08-05 11:08:41.12+00,2026-08-05 11:09:06.109+00
f2a6edcb-e6e6-4a19-8178-0f6c8fc35beb,Acme Industrial Corp,Alice Walker,alice@acmeindustrial.com,+15551234567,,Manufacturing,,,2026-08-17 06:42:16.899+00,2026-08-17 06:42:16.899+00
13322aaa-ec06-4d17-be1d-0c1a1af758fa,Velocity Systems Group,Paul Harris,paul.harris@velocitysystemsgroup.com,+1 (997) 888-6072,"6143 Business Avenue, Suite 739, Chicago, United States",Pharmaceutical,,,2026-08-05 11:08:34.672+00,2026-08-05 11:08:59.799+00
4128c454-845e-4522-b794-9c72d1f82531,Summit Pharmaceuticals Group,Jennifer Scott,jennifer.scott@summitpharmaceuticalsgroup.com,+1 (844) 401-3841,"1670 Business Avenue, Suite 786, Tokyo, Japan",Logistics,,,2026-08-05 11:08:37.932+00,2026-08-05 11:09:02.992+00
4c5eac09-0499-4530-837e-7d35c54816da,Beacon Robotics Group,Karen Wilson,karen.wilson@beaconroboticsgroup.com,+1 (532) 947-1532,"7934 Business Avenue, Suite 505, Sydney, Australia",Healthcare,,,2026-08-05 11:08:41.361+00,2026-08-05 11:09:06.345+00
0f5e28a9-4d1c-4682-a278-2473152c7870,CORS Test,CORS Test,cors@test.com,,,,,,2026-08-06 18:07:49.782+00,2026-08-06 18:07:49.782+00
094e54d2-3ea9-4611-a603-be5af7ade3fc,LiveTest FACE,LiveTest FACE,livetest@face.com,+966500000001,,,,,2026-08-06 18:27:42.342+00,2026-08-06 18:27:42.342+00
8b71e86f-b1d7-414b-80f0-7d74400f2d8c,boom,saud sheik,saud@gmail.com,33444333,,,,,2026-08-06 18:41:43.904+00,2026-08-06 18:41:43.904+00
bf583f55-f611-426f-baee-c403074f2d8b,HealthCheck Test,HealthCheck Test,hc@test.com,+966500000099,,,,,2026-08-06 18:59:08.199+00,2026-08-06 18:59:08.199+00
c59e1bf3-c584-44d2-98bd-5f203ab02b3d,testnow inc,API TestNow,testnow@gmail.com,+966500000000,,,,,2026-08-10 05:13:38.507+00,2026-08-10 05:13:38.507+00
c25f279e-c1e6-4a53-8ba3-427c22e94955,safwaan sheik,safwaan sheik,sheiksaud671@gmail.com,9980929875,,,,,2026-08-10 05:23:29.166+00,2026-08-10 05:23:29.166+00
62da325c-acd0-432f-aaeb-6713a8813e56,soda compaanyyy,rayyan sheik,sheikrayyanahmed@gmail.com,89939399393,,,,,2026-08-10 05:26:18.411+00,2026-08-10 05:26:18.411+00
f638181f-3189-4881-9fc7-3165d77b9fb3,Health Check,Health Check,healthcheck@test.com,,,,,,2026-08-10 10:39:42.871+00,2026-08-10 10:39:42.871+00
eb732719-17e3-4672-920f-2f24e35d13f2,acme web corp,TestWeb User_1786514068850,webuser_1786514068850@example.com,,,,,,2026-08-12 05:54:29.296+00,2026-08-12 05:54:29.296+00
0c8937f0-1aa9-44fd-95cf-b189fd3a5c27,email dynamics llc,TestEmail Sender_1786514068850,emailsender_1786514068850@example.com,,,,,,2026-08-12 05:54:36.086+00,2026-08-12 05:54:36.086+00
d93e0c53-c6a8-4d64-ad5c-bf7e1518c3c6,TestWhatsApp User_1786514068850,TestWhatsApp User_1786514068850,,+966591713661,,,,,2026-08-12 05:54:42.082+00,2026-08-12 05:54:42.082+00
0bc2a357-0b7b-498a-a7db-d8b679ffa56b,manual operations inc,TestManual Entry_1786514068850,manual_1786514068850@example.com,,,,,,2026-08-12 05:54:50.244+00,2026-08-12 05:54:50.244+00
822e5ea8-afe1-4b7b-abf4-cbe5fc659813,TestUnassigned Prospect_1786514068850,TestUnassigned Prospect_1786514068850,unassigned_1786514068850@example.com,,,,,,2026-08-12 05:54:53.61+00,2026-08-12 05:54:53.61+00
85fb7f5b-2d2a-40f3-ba50-d2aec633b241,TestFail Delivery_1786514068850,TestFail Delivery_1786514068850,,,,,,,2026-08-12 05:54:56.58+00,2026-08-12 05:54:56.58+00
05b6080e-248f-4441-ac2a-80860f180436,titan pharmaceuticals group,Michael Hill_1786515067843,michael.hill_1786515067843@titanpharma.com,,,,,,2026-08-12 06:11:08.442+00,2026-08-12 06:11:08.442+00
efa17ed3-306d-4386-92e1-fa454166bfb4,pepsico global 1786515831110,Alex Smith,alex.smith_1786515831110@pepsico.com,,,,,,2026-08-12 06:23:52.672+00,2026-08-12 06:23:52.672+00
cc83a0f9-4771-4623-9eb3-6ab52e520cd9,pepsico global 1786515882418,Alex Smith,alex.smith_1786515882418@pepsico.com,,,,,,2026-08-12 06:24:44.566+00,2026-08-12 06:24:44.566+00
52d5ee2b-1e95-481d-8024-9fb699e0ca5f,pepsico global 1786515943845,Alex Smith,alex.smith_1786515943845@pepsico.com,,,,,,2026-08-12 06:25:45.754+00,2026-08-12 06:25:45.754+00
e8d42d39-838e-4909-ab3d-e306948dd1b8,pepsico global 1786515985945,Alex Smith,alex.smith_1786515985945@pepsico.com,,,,,,2026-08-12 06:26:27.702+00,2026-08-12 06:26:27.702+00
a16f08f6-09ab-4a11-83b3-a8a4d95bd738,PepsiCo Global Corp 1786516650048,Corporate Procurement,procurement_1786516650048@pepsico.com,,,,,,2026-08-12 06:37:30.549+00,2026-08-12 06:37:30.549+00
a7816d40-7724-438d-9fb3-352682da3b1e,pepsico global corp 1786516650048,Michael Hill,mhill_1786516650048@pepsico.com,,,,,,2026-08-12 06:37:31.551+00,2026-08-12 06:37:31.551+00
2b3d15fd-69ba-4c26-854f-2ecdb0a47327,manual prospect inc,Manual Prospect,manual_1786516650048@prospect.com,,,,,,2026-08-12 06:37:41.863+00,2026-08-12 06:37:41.863+00
96dc20a2-e38f-4292-ac1b-91db3d9fcd15,PepsiCo Global Corp 1786516750097,Corporate Procurement,procurement_1786516750097@pepsico.com,,,,,,2026-08-12 06:39:10.664+00,2026-08-12 06:39:10.664+00
d860ab7a-4b82-4bcc-b94f-6700a436b91f,pepsico global corp 1786516750097,Michael Hill,mhill_1786516750097@pepsico.com,,,,,,2026-08-12 06:39:11.669+00,2026-08-12 06:39:11.669+00
1ec1acdd-d554-4551-a65e-2c6bd5a12cc3,PepsiCo Global Corp 1786516807103,Corporate Procurement,procurement_1786516807103@pepsico.com,,,,,,2026-08-12 06:40:07.592+00,2026-08-12 06:40:07.592+00
c68c8941-f8a0-44a4-bc51-76355f06cc96,pepsico global corp 1786516807103,Michael Hill,mhill_1786516807103@pepsico.com,,,,,,2026-08-12 06:40:08.494+00,2026-08-12 06:40:08.494+00
eecc800c-08ba-4990-b203-e5efd6a20ea6,PepsiCo Global Corp 1786516844087,Corporate Procurement,procurement_1786516844087@pepsico.com,,,,,,2026-08-12 06:40:44.594+00,2026-08-12 06:40:44.594+00
c54b23d4-6439-49bf-9907-8e7696fde1c6,pepsico global corp 1786516844087,Michael Hill,mhill_1786516844087@pepsico.com,,,,,,2026-08-12 06:40:45.534+00,2026-08-12 06:40:45.534+00
9bbff7d2-4ca3-4ca6-9476-83ac188ec520,l,swastik L,swastik@gmail.com,92929299292,,,,,2026-08-12 07:30:25.766+00,2026-08-12 07:30:25.766+00
bde97d9e-4c32-4289-8ab5-5c8aaadf2ead,rayaan Unknown,rayaan Unknown,rayyan@gmail.com,90909009,,,,,2026-08-12 08:22:58.714+00,2026-08-12 08:22:58.714+00
eab2c01b-50d8-426f-b7cc-300dea4b4f45,Mohammed Zeeshan,Mohammed Zeeshan,mohd.zeeshann110@gmail.com,+91 88672-22317,,,,,2026-08-12 08:29:31.522+00,2026-08-12 08:29:31.522+00
50019f2a-a1b4-4212-9e31-f7e6e56314cf,Mohammed Zeeshan,Mohammed Zeeshan,khanzeeshu110@gmail.com,+91 88672-22317,,,,,2026-08-12 08:34:51.725+00,2026-08-12 08:34:51.725+00
0ec5bd85-b5db-4bdd-8e71-8e6d350d3a7d,t,saud sss,s@gmail.com,3933993,,,,,2026-08-12 08:46:26.016+00,2026-08-12 08:46:26.016+00
b2a70f0b-3113-4f4f-810c-b58af2958858,volvitech,Sheikh Moidin,sheikh@volvitech.com,7349412123,,,,,2026-08-12 08:54:26.829+00,2026-08-12 08:54:26.829+00
e979f4c9-f5e8-467d-a3d0-3d7e21991f6e,vt,Thanish Muhammed,thanish@vilvitech.com,7349412123,,,,,2026-08-12 09:02:19.824+00,2026-08-12 09:02:19.824+00
fa7a59b1-2929-4450-86e0-eb9d4844fd58,Rayray Unknown,Rayray Unknown,rayyan@volvitech.com,9632214787,,,,,2026-08-12 09:05:31.06+00,2026-08-12 09:05:31.06+00
4375f7d2-b211-4626-b775-d54a78fb3562,Mohammed Zeeshan,Mohammed Zeeshan,zeeshan@volvitech.com,+91 88672-22317,,,,,2026-08-12 11:35:01.827+00,2026-08-12 11:35:01.827+00
63dbe2a0-5018-4a60-bbc2-ddbeb0f13d84,Saud Unknown,Saud Unknown,saud@volvitech.com,8649104845,,,,,2026-08-12 11:36:11.272+00,2026-08-12 11:36:11.272+00
b98abf11-0a87-4083-911b-80f0e67d07ec,Mohammed Zeeshan,Mohammed Zeeshan,mohammedzeeshu46@gmail.com,+91 88672-22317,,,,,2026-08-12 11:54:23.739+00,2026-08-12 11:54:23.739+00
9502ba86-b644-418d-a843-e753b76bc8f0,Swastik Unknown,Swastik Unknown,swastik@volvitech.com,5585955585,,,,,2026-08-12 11:55:45.265+00,2026-08-12 11:55:45.265+00
a282a811-ed73-4cf7-a84b-73f6c237a137,fl,Shahil Muhammed,shahil@fl.com,121312186,,,,,2026-08-12 12:12:34.647+00,2026-08-12 12:12:34.647+00
adc833ad-1be5-41fe-9540-6f265e97aa49,KFN Holdings,,,,,,,,2026-08-13 11:11:18.453+00,2026-08-13 11:11:18.453+00
695729d5-b8d4-4caf-9188-262a2db133aa,BuildCorp LLC,,,,,,,,2026-08-13 11:11:18.457+00,2026-08-13 11:11:18.457+00
e36adc11-50c5-40bd-b627-2db2eb404c50,Riyadh Construction,,,,,,,,2026-08-13 11:11:18.495+00,2026-08-13 11:11:18.495+00
c8790cac-50df-4f73-b38d-9f5ae1bf88ce,Designers Hub,,,,,,,,2026-08-13 11:17:09.482+00,2026-08-13 11:17:09.482+00
d495c3f1-f1ca-4a27-b225-1a3bac55381b,Red Sea Dev,,,,,,,,2026-08-13 11:17:18.516+00,2026-08-13 11:17:18.516+00
b77d54da-3df0-4290-8188-c19c02cf6b33,Gulf Manufacturing,Michael Hill,gulf_corp_1786686957305@mfg.com,+971501234567,,General,,,2026-08-14 05:55:59.365+00,2026-08-14 05:55:59.365+00
ed81efca-d466-4235-9935-0f44eb3b64d5,Voice Inc,,,,,Construction & Modular Buildings,,,2026-08-14 12:04:43.594+00,2026-08-14 12:04:43.594+00
8a155cf5-c398-4605-8bf5-b6a5453df805,Instagram User,,,,,,,,2026-08-14 18:19:53.569+00,2026-08-14 18:19:53.569+00
a252fcc0-6ca3-4d0f-aa6c-9db6a5470387,Saudi Build Contracting,,,,,Construction,,,2026-08-14 18:25:35.747+00,2026-08-14 18:25:35.747+00
cc96a393-0f00-4e7f-a242-23d760f4272f,Dr. Tariq Mansoor,,,,,,,,2026-08-14 18:26:26.893+00,2026-08-14 18:26:26.893+00
324ab7e1-f319-47dd-aa8c-3c9d5120ee67,Habib Unknown,,,,,,,,2026-08-14 18:45:33.07+00,2026-08-14 18:45:33.07+00
c892ced2-1217-4a25-94ea-80117ba7719a,Salman Unknown,,,,,,,,2026-08-14 18:53:20.917+00,2026-08-14 18:53:20.917+00
ee03e1b4-0f7c-4b5d-ad8e-30f77a9fff7c,Joshua alter,,,,,,,,2026-08-14 18:57:42.052+00,2026-08-14 18:57:42.052+00
852cd2a3-503d-4444-a7a5-f69311fad66f,scorp,,,,,,,,2026-08-14 19:13:59.724+00,2026-08-14 19:13:59.724+00
9b9bd9ba-de1b-4175-9a27-4fb648e379e5,Saud Sheik,,,,,,,,2026-08-14 19:27:43.4+00,2026-08-14 19:27:43.4+00
b5138ce0-6fd2-4fc6-84a7-1052adccacd6,Kane Unknown,,,,,,,,2026-08-15 03:41:43.858+00,2026-08-15 03:41:43.858+00
f8ccd1e7-d12e-4e0d-b7c4-aac79493f935,compact,,,,,,,,2026-08-15 04:20:59.648+00,2026-08-15 04:20:59.648+00
5adf44be-7c15-49a2-bd17-f5286ae626dd,TCS,,,,,,,,2026-08-15 05:17:59.928+00,2026-08-15 05:17:59.928+00
9ba984b0-9387-4f76-b357-8bec2017aacf,Acme Industrial Corp,Alice Walker,alice@acmeindustrial.com,+15551234567,,Manufacturing,,,2026-08-17 06:45:28.102+00,2026-08-17 06:45:28.102+00
0aa85937-72a3-4d77-971e-9153b54f797c,Acme Industrial Corp,Alice Walker,alice@acmeindustrial.com,+15551234567,,Manufacturing,,,2026-08-17 06:46:34.17+00,2026-08-17 06:46:34.17+00
9546d4f7-29b7-4304-9479-837407b1c4cb,Acme Corp,,,,,,,,2026-08-17 06:53:22.182646+00,2026-08-17 06:53:22.182646+00
23a9695f-9bb7-42d7-8f30-f221c746bb45,Nexus Industrial Systems 658827,Alexander Vance,lead_658827@nexus-industrial.com,+966551234567,,Manufacturing,,,2026-08-17 07:45:39.133+00,2026-08-17 07:45:39.133+00
cad6bd3b-9cd1-46a9-b5d5-1bc10ab4b3ee,Nexus Industrial Systems 890419,Alexander Vance,lead_890419@nexus-industrial.com,+966551234567,,Manufacturing,,,2026-08-17 07:48:16.95+00,2026-08-17 07:48:16.95+00
a8e20e35-77fe-49f3-b6bd-af070872b940,Nexus Industrial Systems 974189,Alexander Vance,lead_974189@nexus-industrial.com,+966551234567,,Manufacturing,,,2026-08-17 09:46:21.724+00,2026-08-17 09:46:21.724+00
84326d10-a755-49a1-94be-f73616ac551c,Emirates Steel Industries 1786961652661,,procurement@emiratessteel-1786961652661.com,+971501234567,,Manufacturing,,,2026-08-17 10:14:12.661+00,2026-08-17 10:14:12.661+00
04403b1e-4d4f-42a9-9181-292d28bb2f11,Emirates Steel Industries 1786961708371,,procurement@emiratessteel-1786961708371.com,+971501234567,,Manufacturing,,,2026-08-17 10:15:08.371+00,2026-08-17 10:15:08.371+00
9853e0c1-4ad0-4017-9be6-0663acfd9a43,Emirates Steel Industries 1786961810847,,procurement@emiratessteel-1786961810847.com,+971501234567,,Manufacturing,,,2026-08-17 10:16:50.847+00,2026-08-17 10:16:50.847+00
fcf24a3a-85b3-4a03-9d3e-d9cc256c4590,Emirates Steel Industries 1786961863284,,procurement@emiratessteel-1786961863284.com,+971501234567,,Manufacturing,,,2026-08-17 10:17:43.284+00,2026-08-17 10:17:43.284+00
d804b2e0-61a1-4de7-b467-de650a09b826,Gulf Manufacturing Co. 1786962980719,,contact@gulfmanuf-1786962980719.com,,,Manufacturing,,,2026-08-17 10:36:20.72+00,2026-08-17 10:36:20.72+00
d4b5c893-1815-4e8c-ae4a-5de060a13a8f,Emirates Automation Solutions,Tariq Al-Mansoor,tariq.1786962983443@emiratesautomation.com,+971501234567,,General,,,2026-08-17 10:36:39.293+00,2026-08-17 10:36:39.293+00
41ba5b8a-a5b7-402f-a51c-ccbf364e575b,Gulf Manufacturing Co. 1786963724048,,contact@gulfmanuf-1786963724048.com,,,Manufacturing,,,2026-08-17 10:48:44.053+00,2026-08-17 10:48:44.053+00
